,Név,Típus,Megye,Kistérség,Nép.,Irsz.
1243,Károlyháza,község,Győr-Moson-Sopron,Mosonmagyaróvári,518,9182
1244,Karos,község,Borsod-Abaúj-Zemplén,Bodrogközi,485,3962
1245,Kartal,nagyközség,Pest,Aszódi,5857,2173
1246,Kásád,község,Baranya,Siklósi,386,7827
1247,Kaskantyú,község,Bács-Kiskun,Kiskőrösi,1078,6211
1248,Kastélyosdombó,község,Somogy,Barcsi,334,7977
1249,Kaszaper,község,Békés,Mezőkovácsházi,2107,5948
1250,Kaszó,község,Somogy,Nagyatádi,148,7564
1251,Katádfa,község,Baranya,Szigetvári,173,7914
1252,Katafa,község,Vas,Körmendi,400,9915
1253,Kátoly,község,Baranya,Pécsváradi,339,7661
1254,Katymár,község,Bács-Kiskun,Bácsalmási,2347,6455
1255,Káva,község,Pest,Monori,682,2215
1256,Kávás,község,Zala,Zalaegerszegi,249,8994
1257,Kazár,község,Nógrád,Salgótarjáni,2138,3127
1258,Kazincbarcika,város,Borsod-Abaúj-Zemplén,Kazincbarcikai,32442,3700
1259,Kázsmárk,község,Borsod-Abaúj-Zemplén,Szikszói,1028,3831
1260,Kazsok,község,Somogy,Kaposvári,377,7274
1261,Kecel,város,Bács-Kiskun,Kiskőrösi,9205,6237
1262,Kecskéd,község,Komárom-Esztergom,Oroszlányi,1927,2852
1263,Kecskemét,"mszékh., m.jog",Bács-Kiskun,Kecskeméti,107604,6000
1264,Kehidakustány,község,Zala,Zalaszentgróti,1059,8784
1265,Kék,község,Szabolcs-Szatmár-Bereg,Ibrány–Nagyhalászi,2067,4515
1266,Kékcse,község,Szabolcs-Szatmár-Bereg,Kisvárdai,1662,4494
1267,Kéked,község,Borsod-Abaúj-Zemplén,Abaúj–Hegyközi,242,3899
1268,Kékesd,község,Baranya,Pécsváradi,215,7661
1269,Kékkút,község,Veszprém,Tapolcai,74,8254
1270,Kelebia,község,Bács-Kiskun,Kiskunhalasi,3028,6423
1271,Keléd,község,Vas,Celldömölki,98,9549
1272,Kelemér,község,Borsod-Abaúj-Zemplén,Ózdi,580,3728
1273,Kéleshalom,község,Bács-Kiskun,Jánoshalmi,542,6444
1274,Kelevíz,község,Somogy,Marcali,350,8714
1275,Kemecse,város,Szabolcs-Szatmár-Bereg,Ibrány–Nagyhalászi,5012,4501
1276,Kemence,község,Pest,Szobi,1088,2638
1277,Kemendollár,község,Zala,Zalaegerszegi,540,8931
1278,Kemeneshőgyész,község,Veszprém,Pápai,590,8516
1279,Kemeneskápolna,község,Vas,Celldömölki,113,9553
1280,Kemenesmagasi,község,Vas,Celldömölki,977,9522
1281,Kemenesmihályfa,község,Vas,Celldömölki,564,9511
1282,Kemenespálfa,község,Vas,Celldömölki,478,9544
1283,Kemenessömjén,község,Vas,Celldömölki,631,9517
1284,Kemenesszentmárton,község,Vas,Celldömölki,239,9521
1285,Kemenesszentpéter,község,Veszprém,Pápai,754,8518
1286,Keménfa,község,Zala,Zalaegerszegi,97,8995
1287,Kémes,község,Baranya,Siklósi,545,7843
1288,Kemestaródfa,község,Vas,Körmendi,238,9923
1289,Kemse,község,Baranya,Sellyei,72,7839
1290,Kenderes,város,Jász-Nagykun-Szolnok,Karcagi,5339,5331
1291,Kenéz,község,Vas,Sárvári,289,9752
1292,Kenézlő,község,Borsod-Abaúj-Zemplén,Sárospataki,1358,3955
1293,Kengyel,község,Jász-Nagykun-Szolnok,Törökszentmiklósi,4321,5083
1294,Kenyeri,község,Vas,Celldömölki,943,9514
1295,Kercaszomor,község,Vas,Őriszentpéteri,228,9945
1296,Kercseliget,község,Somogy,Kaposvári,474,7256
1297,Kerecsend,község,Heves,Egri,2458,3396
1298,Kerecseny,község,Zala,Nagykanizsai,275,8745
1299,Kerekegyháza,város,Bács-Kiskun,Kecskeméti,6081,6041
1300,Kerekharaszt,község,Heves,Hatvani,782,3009
1301,Kereki,község,Somogy,Balatonföldvári,551,8618
1302,Kerékteleki,község,Komárom-Esztergom,Kisbéri,728,2882
1303,Kerepes,város,Pest,Gödöllői,8781,2144
1304,Keresztéte,község,Borsod-Abaúj-Zemplén,Encsi,33,3821
1305,Kerkabarabás,község,Zala,Lenti,303,8971
1306,Kerkafalva,község,Zala,Lenti,129,8973
1307,Kerkakutas,község,Zala,Lenti,150,8973
1308,Kerkáskápolna,község,Vas,Őriszentpéteri,108,9944
1309,Kerkaszentkirály,község,Zala,Letenyei,278,8874
1310,Kerkateskánd,község,Zala,Lenti,180,8879
1311,Kérsemjén,község,Szabolcs-Szatmár-Bereg,Fehérgyarmati,338,4912
1312,Kerta,község,Veszprém,Ajkai,723,8492
1313,Kertészsziget,község,Békés,Szeghalmi,474,5526
1314,Keszeg,község,Nógrád,Rétsági,697,2616
1315,Kesznyéten,község,Borsod-Abaúj-Zemplén,Tiszaújvárosi,1898,3579
1316,Keszőhidegkút,község,Tolna,Tamási,255,7062
1317,Keszthely,város,Zala,Keszthely–Hévízi,21803,8360
1318,Kesztölc,község,Komárom-Esztergom,Dorogi,2605,2517
1319,Keszü,község,Baranya,Pécsi,1024,7668
1320,Kétbodony,község,Nógrád,Rétsági,526,2655
1321,Kétegyháza,nagyközség,Békés,Gyulai,4464,5741
1322,Kéthely,község,Somogy,Marcali,2413,8713
1323,Kétpó,község,Jász-Nagykun-Szolnok,Mezőtúri,818,5411
1324,Kétsoprony,község,Békés,Békéscsabai,1581,5674
1325,Kétújfalu,község,Baranya,Szigetvári,721,7975
1326,Kétvölgy,község,Vas,Szentgotthárdi,138,9982
1327,Kéty,község,Tolna,Szekszárdi,769,7174
1328,Kevermes,nagyközség,Békés,Mezőkovácsházi,2402,5744
1329,Kilimán,község,Zala,Nagykanizsai,289,8774
1330,Kimle,község,Győr-Moson-Sopron,Mosonmagyaróvári,2300,9181
1331,Kincsesbánya,község,Fejér,Móri,1548,8044
1332,Királd,község,Borsod-Abaúj-Zemplén,Ózdi,952,3657
1333,Királyegyháza,község,Baranya,Szentlőrinci,1048,7953
1334,Királyhegyes,község,Csongrád,Makói,727,6911
1335,Királyszentistván,község,Veszprém,Veszprémi,439,8195
1336,Kisapáti,község,Veszprém,Tapolcai,379,8284
1337,Kisapostag,község,Fejér,Dunaújvárosi,1259,2428
1338,Kisar,község,Szabolcs-Szatmár-Bereg,Fehérgyarmati,1123,4921
1339,Kisasszond,község,Somogy,Kaposvári,175,7523
1340,Kisasszonyfa,község,Baranya,Sellyei,228,7954
1341,Kisbabot,község,Győr-Moson-Sopron,Téti,229,9133
1342,Kisbágyon,község,Nógrád,Pásztói,477,3046
1343,Kisbajcs,község,Győr-Moson-Sopron,Győri,758,9062
1344,Kisbajom,község,Somogy,Nagyatádi,455,7542
1345,Kisbárapáti,község,Somogy,Tabi,536,7282
1346,Kisbárkány,község,Nógrád,Bátonyterenyei,250,3075
1347,Kisbér,város,Komárom-Esztergom,Kisbéri,5874,2870
1348,Kisberény,község,Somogy,Lengyeltóti,219,8693
1349,Kisberzseny,község,Veszprém,Ajkai,99,8477
1350,Kisbeszterce,község,Baranya,Sásdi,100,7391
1351,Kisbodak,község,Győr-Moson-Sopron,Mosonmagyaróvári,385,9234
1352,Kisbucsa,község,Zala,Zalaegerszegi,476,8925
1353,Kisbudmér,község,Baranya,Mohácsi,145,7756
1354,Kiscsécs,község,Borsod-Abaúj-Zemplén,Tiszaújvárosi,219,3578
1355,Kiscsehi,község,Zala,Letenyei,211,8888
1356,Kiscsősz,község,Veszprém,Ajkai,130,8494
1357,Kisdér,község,Baranya,Siklósi,135,7814
1358,Kisdobsza,község,Baranya,Szigetvári,262,7985
1359,Kisdombegyház,község,Békés,Mezőkovácsházi,580,5837
1360,Kisdorog,község,Tolna,Bonyhádi,863,7159
1361,Kisecset,község,Nógrád,Rétsági,206,2655
1362,Kisfalud,község,Győr-Moson-Sopron,Kapuvári,838,9341
1363,Kisfüzes,község,Heves,Pétervásárai,481,3256
1364,Kisgörbő,község,Zala,Zalaszentgróti,234,8356
1365,Kisgyalán,község,Somogy,Kaposvári,252,7279
1366,Kisgyőr,község,Borsod-Abaúj-Zemplén,Miskolci,1655,3556
1367,Kishajmás,község,Baranya,Sásdi,216,7391
1368,Kisharsány,község,Baranya,Siklósi,568,7800
1369,Kishartyán,község,Nógrád,Salgótarjáni,651,3161
1370,Kisherend,község,Baranya,Pécsi,208,7763
1371,Kishódos,község,Szabolcs-Szatmár-Bereg,Fehérgyarmati,88,4977
1372,Kishuta,község,Borsod-Abaúj-Zemplén,Sátoraljaújhelyi,352,3994
1373,Kisigmánd,község,Komárom-Esztergom,Komáromi,553,2948
1374,Kisjakabfalva,község,Baranya,Siklósi,164,7773
1375,Kiskassa,község,Baranya,Siklósi,286,7766
1376,Kiskinizs,község,Borsod-Abaúj-Zemplén,Szikszói,355,3843
1377,Kiskorpád,község,Somogy,Kaposvári,986,7524
1378,Kisköre,város,Heves,Hevesi,6842,3384
1379,Kiskőrös,város,Bács-Kiskun,Kiskőrösi,15063,6200
1380,Kiskunfélegyháza,város,Bács-Kiskun,Kiskunfélegyházi,31704,6100
1381,Kiskunhalas,város,Bács-Kiskun,Kiskunhalasi,29573,6400
1382,Kiskunlacháza,nagyközség,Pest,Ráckevei,8716,2340
1383,Kiskunmajsa,város,Bács-Kiskun,Kiskunmajsai,12089,6120
1384,Kiskutas,község,Zala,Zalaegerszegi,199,8911
1385,Kisláng,község,Fejér,Enyingi,2658,8156
1386,Kisléta,község,Szabolcs-Szatmár-Bereg,Nyírbátori,1950,4325
1387,Kislippó,község,Baranya,Siklósi,327,7775
1388,Kislőd,község,Veszprém,Ajkai,1320,8446
1389,Kismányok,község,Tolna,Bonyhádi,359,7356
1390,Kismarja,község,Hajdú-Bihar,Berettyóújfalui,1349,4126
1391,Kismaros,község,Pest,Váci,1871,2623
1392,Kisnamény,község,Szabolcs-Szatmár-Bereg,Fehérgyarmati,341,4737
1393,Kisnána,község,Heves,Gyöngyösi,2258,3264
1394,Kisnémedi,község,Pest,Váci,702,2165
1395,Kisnyárád,község,Baranya,Mohácsi,249,7759
1396,Kisoroszi,község,Pest,Szentendrei,799,2024
1397,Kispalád,község,Szabolcs-Szatmár-Bereg,Fehérgyarmati,557,4956
1398,Kispáli,község,Zala,Zalaegerszegi,248,8912
1399,Kispirit,község,Veszprém,Ajkai,98,8496
1400,Kisrákos,község,Vas,Őriszentpéteri,234,9936
1401,Kisrécse,község,Zala,Nagykanizsai,183,8756
1402,Kisrozvágy,község,Borsod-Abaúj-Zemplén,Bodrogközi,213,3965
1403,Kissikátor,község,Borsod-Abaúj-Zemplén,Ózdi,356,3627
1404,Kissomlyó,község,Vas,Celldömölki,260,9555
1405,Kisszállás,község,Bács-Kiskun,Kiskunhalasi,2834,6421
1406,Kisszékely,község,Tolna,Tamási,408,7082
1407,Kisszekeres,község,Szabolcs-Szatmár-Bereg,Fehérgyarmati,601,4963
1408,Kisszentmárton,község,Baranya,Sellyei,307,7841
1409,Kissziget,község,Zala,Lenti,187,8954
1410,Kisszőlős,község,Veszprém,Ajkai,133,8483
1411,Kistamási,község,Baranya,Szigetvári,152,7981
1412,Kistapolca,község,Baranya,Siklósi,221,7823
1413,Kistarcsa,város,Pest,Gödöllői,9418,2143
1414,Kistelek,város,Csongrád,Kisteleki,7607,6760
1415,Kistokaj,község,Borsod-Abaúj-Zemplén,Miskolci,1860,3553
1416,Kistolmács,község,Zala,Letenyei,179,8868
1417,Kistormás,község,Tolna,Szekszárdi,369,7068
1418,Kistótfalu,község,Baranya,Siklósi,334,7768
1419,Kisújszállás,város,Jász-Nagykun-Szolnok,Karcagi,12741,5310
1420,Kisunyom,község,Vas,Szombathelyi,373,9772
1421,Kisvárda,város,Szabolcs-Szatmár-Bereg,Kisvárdai,18028,4600
1422,Kisvarsány,község,Szabolcs-Szatmár-Bereg,Vásárosnaményi,982,4811
1423,Kisvásárhely,község,Zala,Zalaszentgróti,61,8341
1424,Kisvaszar,község,Baranya,Sásdi,343,7381
1425,Kisvejke,község,Tolna,Bonyhádi,424,7183
1426,Kiszombor,nagyközség,Csongrád,Makói,4215,6775
1427,Kiszsidány,község,Vas,Kőszegi,118,9733
1428,Klárafalva,község,Csongrád,Makói,510,6773
1429,Kocs,község,Komárom-Esztergom,Tatai,2718,2898
1430,Kocsér,község,Pest,Ceglédi,2057,2755
1431,Kocsola,község,Tolna,Dombóvári,1434,7212
1432,Kocsord,község,Szabolcs-Szatmár-Bereg,Mátészalkai,3070,4751
1433,Kóka,község,Pest,Nagykátai,4289,2243
1434,Kokad,község,Hajdú-Bihar,Derecske–Létavértesi,675,4284
1435,Kolontár,község,Veszprém,Ajkai,850,8468
1436,Komádi,város,Hajdú-Bihar,Berettyóújfalui,6055,4138
1437,Komárom,város,Komárom-Esztergom,Komáromi,19641,2900
1438,Komjáti,község,Borsod-Abaúj-Zemplén,Edelényi,335,3765
1439,Komló,város,Baranya,Komlói,27332,7300
1440,Komlódtótfalu,község,Szabolcs-Szatmár-Bereg,Csengeri,114,4765
1441,Komlósd,község,Somogy,Barcsi,206,7582
1442,Komlóska,község,Borsod-Abaúj-Zemplén,Sárospataki,321,3937
1443,Komoró,község,Szabolcs-Szatmár-Bereg,Kisvárdai,1415,4622
1444,Kompolt,község,Heves,Füzesabonyi,2272,3356
1445,Kondó,község,Borsod-Abaúj-Zemplén,Miskolci,648,3775
1446,Kondorfa,község,Vas,Őriszentpéteri,642,9943
1447,Kondoros,város,Békés,Szarvasi,5917,5553
1448,Kóny,község,Győr-Moson-Sopron,Csornai,2671,9144
1449,Konyár,község,Hajdú-Bihar,Derecske–Létavértesi,2272,4133
1450,Kópháza,község,Győr-Moson-Sopron,Sopron–Fertődi,1887,9495
1451,Koppányszántó,község,Tolna,Tamási,427,7094
1452,Korlát,község,Borsod-Abaúj-Zemplén,Abaúj–Hegyközi,315,3886
1453,Koroncó,község,Győr-Moson-Sopron,Győri,1883,9113
1454,Kórós,község,Baranya,Sellyei,238,7841
1455,Kosd,község,Pest,Váci,2295,2612
1456,Kóspallag,község,Pest,Szobi,807,2625
1457,Kótaj,község,Szabolcs-Szatmár-Bereg,Nyíregyházai,4570,4482
1458,Kovácshida,község,Baranya,Siklósi,286,7847
1459,Kovácsszénája,község,Baranya,Pécsi,55,7678
1460,Kovácsvágás,község,Borsod-Abaúj-Zemplén,Sátoraljaújhelyi,647,3992
1461,Kozárd,község,Nógrád,Pásztói,186,3053
1462,Kozármisleny,város,Baranya,Pécsi,4247,7761
1463,Kozmadombja,község,Zala,Lenti,55,8988
1464,Köblény,község,Baranya,Komlói,290,7334
1465,Köcsk,község,Vas,Celldömölki,306,9553
1466,Kökény (település),község,Baranya,Pécsi,566,7668
1467,Kőkút,község,Somogy,Kaposvári,611,7530
1468,Kölcse,nagyközség,Szabolcs-Szatmár-Bereg,Fehérgyarmati,1406,4965
1469,Kölesd,község,Tolna,Szekszárdi,1670,7052
1470,Kölked,község,Baranya,Mohácsi,1153,7717
1471,Kömlő,község,Heves,Hevesi,4922,3372
1472,Kömlőd,község,Komárom-Esztergom,Oroszlányi,1185,2853
1473,Kömörő,község,Szabolcs-Szatmár-Bereg,Fehérgyarmati,602,4943
1474,Kömpöc,község,Bács-Kiskun,Kiskunmajsai,781,6134
1475,Körmend,város,Vas,Körmendi,12535,9900
1476,Környe,község,Komárom-Esztergom,Tatabányai,4466,2851
1477,Köröm,község,Borsod-Abaúj-Zemplén,Miskolci,1244,3577
1478,Kőröshegy,község,Somogy,Balatonföldvári,1698,8617
1479,Körösladány,város,Békés,Szeghalmi,5086,5516
1480,Körösnagyharsány,község,Békés,Sarkadi,694,5539
1481,Körösszakál,község,Hajdú-Bihar,Berettyóújfalui,914,4136
1482,Körösszegapáti,község,Hajdú-Bihar,Berettyóújfalui,1002,4135
1483,Köröstarcsa,község,Békés,Békési,2842,5622
1484,Kőröstetétlen,község,Pest,Ceglédi,906,2745
1485,Körösújfalu,község,Békés,Szeghalmi,705,5536
1486,Kőszárhegy,község,Fejér,Székesfehérvári,1370,8152
1487,Kőszeg,város,Vas,Kőszegi,11783,9730
1488,Kőszegdoroszló,község,Vas,Kőszegi,250,9725
1489,Kőszegpaty,község,Vas,Kőszegi,217,9739
1490,Kőszegszerdahely,község,Vas,Kőszegi,490,9725
1491,Kötcse,község,Somogy,Balatonföldvári,520,8627
1492,Kötegyán,község,Békés,Sarkadi,1599,5725
1493,Kőtelek,község,Jász-Nagykun-Szolnok,Szolnoki,1791,5062
1494,Kővágóörs,község,Veszprém,Tapolcai,914,8254
1495,Kővágószőlős,község,Baranya,Pécsi,1343,7673
1496,Kővágótöttös,község,Baranya,Pécsi,314,7675
1497,Kövegy,község,Csongrád,Makói,457,6912
1498,Köveskál,község,Veszprém,Tapolcai,448,8274
1499,Krasznokvajda,község,Borsod-Abaúj-Zemplén,Encsi,524,3821
1500,Kulcs,község,Fejér,Adonyi,1925,2458
1501,Kunadacs,község,Bács-Kiskun,Kunszentmiklósi,1745,6097
1502,Kunágota,község,Békés,Mezőkovácsházi,3018,5746
1503,Kunbaja,község,Bács-Kiskun,Bácsalmási,1806,6435
1504,Kunbaracs,község,Bács-Kiskun,Kecskeméti,680,6043
1505,Kuncsorba,község,Jász-Nagykun-Szolnok,Törökszentmiklósi,757,5412
1506,Kunfehértó,község,Bács-Kiskun,Kiskunhalasi,2265,6413
1507,Kunhegyes,város,Jász-Nagykun-Szolnok,Tiszafüredi,8506,5340
1508,Kunmadaras,nagyközség,Jász-Nagykun-Szolnok,Karcagi,5850,5321
1509,Kunpeszér,község,Bács-Kiskun,Kunszentmiklósi,675,6096
1510,Kunszállás,község,Bács-Kiskun,Kiskunfélegyházi,1711,6115
1511,Kunszentmárton,város,Jász-Nagykun-Szolnok,Kunszentmártoni,9637,5440
1512,Kunszentmiklós,város,Bács-Kiskun,Kunszentmiklósi,9088,6090
1513,Kunsziget,község,Győr-Moson-Sopron,Győri,1198,9184
1514,Kup,község,Veszprém,Pápai,460,8595
1515,Kupa,község,Borsod-Abaúj-Zemplén,Szikszói,188,3813
1516,Kurd,község,Tolna,Dombóvári,1344,7226
1517,Kurityán,község,Borsod-Abaúj-Zemplén,Kazincbarcikai,1808,3732
1518,Kustánszeg,község,Zala,Zalaegerszegi,573,8919
1519,Kutas,község,Somogy,Nagyatádi,1567,7541
1520,Kutasó,község,Nógrád,Pásztói,112,3066
1521,Kübekháza,község,Csongrád,Szegedi,1615,6755
1522,Külsősárd,község,Zala,Lenti,99,8978
1523,Külsővat,község,Veszprém,Pápai,866,9532
1524,Küngös,község,Veszprém,Balatonalmádi,575,8162
1525,Lábatlan,város,Komárom-Esztergom,Esztergomi,5386,2541
1526,Lábod,község,Somogy,Nagyatádi,2247,7551
1527,Lácacséke,község,Borsod-Abaúj-Zemplén,Bodrogközi,389,3967
1528,Lad,község,Somogy,Barcsi,684,7535
1529,Ladánybene,község,Bács-Kiskun,Kecskeméti,1732,6045
1530,Ládbesenyő,község,Borsod-Abaúj-Zemplén,Edelényi,325,3780
1531,Lajoskomárom,nagyközség,Fejér,Enyingi,2336,8136
1532,Lajosmizse,város,Bács-Kiskun,Kecskeméti,11165,6050
1533,Lak,község,Borsod-Abaúj-Zemplén,Edelényi,605,3786
1534,Lakhegy,község,Zala,Zalaegerszegi,513,8913
1535,Lakitelek,nagyközség,Bács-Kiskun,Kecskeméti,4468,6065
1536,Lakócsa,község,Somogy,Barcsi,624,7918
1537,Lánycsók,község,Baranya,Mohácsi,2745,7759
1538,Lápafő,község,Tolna,Dombóvári,197,7214
1539,Lapáncsa,község,Baranya,Siklósi,226,7775
1540,Laskod,község,Szabolcs-Szatmár-Bereg,Baktalórántházai,1087,4543
1541,Lasztonya,község,Zala,Letenyei,86,8887
1542,Látrány,község,Somogy,Fonyódi,1338,8681
1543,Lázi,község,Győr-Moson-Sopron,Pannonhalmi,618,9089
1544,Leányfalu,nagyközség,Pest,Szentendrei,2589,2016
1545,Leányvár,község,Komárom-Esztergom,Dorogi,1708,2518
1546,Lébény,város,Győr-Moson-Sopron,Mosonmagyaróvári,3146,9155
1547,Legénd,község,Nógrád,Rétsági,552,2619
1548,Legyesbénye,község,Borsod-Abaúj-Zemplén,Szerencsi,1684,3904
1549,Léh,község,Borsod-Abaúj-Zemplén,Szikszói,500,3832
1550,Lénárddaróc,község,Borsod-Abaúj-Zemplén,Ózdi,363,3648
1551,Lendvadedes,község,Zala,Lenti,33,8978
1552,Lendvajakabfa,község,Zala,Lenti,34,8977
1553,Lengyel,község,Tolna,Bonyhádi,688,7184
1554,Lengyeltóti,város,Somogy,Lengyeltóti,3451,8693
1555,Lenti,város,Zala,Lenti,8541,8960
1556,Lepsény,nagyközség,Fejér,Enyingi,3213,8132
1557,Lesencefalu,község,Veszprém,Tapolcai,326,8318
1558,Lesenceistvánd,község,Veszprém,Tapolcai,1002,8319
1559,Lesencetomaj,község,Veszprém,Tapolcai,1121,8318
1560,Létavértes,város,Hajdú-Bihar,Derecske–Létavértesi,7209,4281
1561,Letenye,város,Zala,Letenyei,4552,8868
1562,Letkés,község,Pest,Szobi,1176,2632
1563,Levél,község,Győr-Moson-Sopron,Mosonmagyaróvári,1696,9221
1564,Levelek,nagyközség,Szabolcs-Szatmár-Bereg,Baktalórántházai,2968,4555
1565,Libickozma,község,Somogy,Marcali,47,8707
1566,Lickóvadamos,község,Zala,Zalaegerszegi,218,8981
1567,Liget,község,Baranya,Komlói,461,7331
1568,Ligetfalva,község,Zala,Zalaszentgróti,55,8782
1569,Lipót,község,Győr-Moson-Sopron,Mosonmagyaróvári,689,9233
1570,Lippó,község,Baranya,Mohácsi,563,7781
1571,Liptód,község,Baranya,Mohácsi,238,7757
1572,Lispeszentadorján,község,Zala,Letenyei,334,8888
1573,Liszó,község,Zala,Nagykanizsai,440,8831
1574,Litér,község,Veszprém,Balatonalmádi,2056,8196
1575,Litka,község,Borsod-Abaúj-Zemplén,Encsi,69,3866
1576,Litke,község,Nógrád,Salgótarjáni,917,3186
1577,Lócs,község,Vas,Csepregi,123,9634
1578,Lókút,község,Veszprém,Zirci,534,8425
1579,Lónya,község,Szabolcs-Szatmár-Bereg,Vásárosnaményi,855,4836
1580,Lórév,község,Pest,Ráckevei,309,2309
1581,Lothárd,község,Baranya,Pécsi,269,7761
1582,Lovas,község,Veszprém,Balatonalmádi,365,8228
1583,Lovasberény,község,Fejér,Székesfehérvári,2670,8093
1584,Lovászhetény,község,Baranya,Pécsváradi,324,7720
1585,Lovászi,község,Zala,Lenti,1316,8878
1586,Lovászpatona,község,Veszprém,Pápai,1356,8553
1587,Lőkösháza,község,Békés,Gyulai,2044,5743
1588,Lőrinci,város,Heves,Hatvani,3330,3021
1589,Lövő,község,Győr-Moson-Sopron,Sopron–Fertődi,1435,9461
1590,Lövőpetri,község,Szabolcs-Szatmár-Bereg,Kisvárdai,515,4633
1591,Lucfalva,község,Nógrád,Bátonyterenyei,638,3129
1592,Ludányhalászi,község,Nógrád,Szécsényi,1635,3188
1593,Ludas,község,Heves,Gyöngyösi,1078,3274
1594,Lukácsháza,község,Vas,Kőszegi,1023,9724
1595,Lulla,község,Somogy,Tabi,271,8660
1596,Lúzsok,község,Baranya,Sellyei,266,7838
1597,Mád,község,Borsod-Abaúj-Zemplén,Szerencsi,2605,3909
1598,Madaras,község,Bács-Kiskun,Bácsalmási,3233,6456
1599,Madocsa,község,Tolna,Paksi,1963,7026
1600,Maglóca,község,Győr-Moson-Sopron,Csornai,104,9169
1601,Maglód,város,Pest,Monori,9999,2234
1602,Mágocs,város,Baranya,Sásdi,2679,7342
1603,Magosliget,község,Szabolcs-Szatmár-Bereg,Fehérgyarmati,241,4953
1604,Magy,község,Szabolcs-Szatmár-Bereg,Baktalórántházai,996,4556
1605,Magyaralmás,község,Fejér,Móri,1497,8071
